example_id,thread_id,customer_message,customer_clean_text,total_turns,thread_type,resolution_category,flag_pushed_to_dm,initial_brand_reply,candidate_intent,is_quality_subset,trivial_predicted_intent,trivial_drafted_reply,trivial_escalation_action,simple_predicted_intent,simple_drafted_reply,simple_escalation_action,simple_escalation_reasons,system_predicted_intent,system_confidence,system_risk_tier,system_retrieved_precedents,system_top_similarity,system_drafted_reply,system_insufficient_context,system_escalation_action,system_escalation_reasons,human_true_intent,human_should_escalate,human_notes,human_quality_helpfulness,human_quality_tone,human_quality_grounding,human_quality_conciseness,human_quality_notes,llm_judge_helpfulness,llm_judge_tone,llm_judge_grounding,llm_judge_conciseness,llm_judge_rationale
159,51649,@AppleSupport I️ just updated it to 11.1.1 but it was happening before then too,I️ just updated it to 11.1.1 but it was happening before then too,3,multi_turn,likely_pushed_to_dm,True,Thanks for letting us know. Send us a DM and we'll continue this conversation there.,other_general_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,other_general_inquiry,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,escalate,"Simple baseline: keyword absence (unrecognized intent, confidence < 0.65)",os_update_battery_drain,0.325,medium,"[{""rank"": 1, ""similarity_score"": 0.7058, ""customer_text"": ""Yes it did, 11.0.3"", ""brand_reply"": ""We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how:"", ""thread_id"": ""754""}, {""rank"": 2, ""similarity_score"": 0.6855, ""customer_text"": ""No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that"", ""brand_reply"": ""Please keep us posted afterwards."", ""thread_id"": ""1789""}, {""rank"": 3, ""similarity_score"": 0.6801, ""customer_text"": ""11.1?? when did that come out lol, i talked to you guys last night and you asked if i was updated to 11.0.3 which i am lol"", ""brand_reply"": ""It was released earlier today. Let's use these steps to update iOS:"", ""thread_id"": ""3763""}]",0.7058,"We'd be glad to help with this. We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how:",False,escalate,Classifier confidence (0.33) is below acceptable threshold (0.65).,,,,,,,,,,,,,
160,97015,@AppleSupport how do I see much longer I have to pay on my iPhone. Not sure I want to upgrade yet but curious how much longer the term I’ve been paying is. I am on the apply upgrade program. Thanks!,how do I see much longer I have to pay on my iPhone. Not sure I want to upgrade yet but curious how much longer the term I’ve been paying is. I am on the apply upgrade program. Thanks!,2,single_turn,resolved_on_platform,False,Hi there. We're happy to get you pointed in the right direction. You can check your eligibility for an upgrade here: That should give you the information you're looking for.,how_to_feature_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,how_to_feature_inquiry,You can discover step-by-step guides and settings tips for iOS features directly in the Apple Support app or at https://support.apple.com.,auto_handle,,billing_subscription_refund,0.2671,high,"[{""rank"": 1, ""similarity_score"": 0.6413, ""customer_text"": ""Since I updated my iPhone I can’t download apps now. Thanks 🙄🙄🙄"", ""brand_reply"": ""Are you on the latest iOS 11.1 version?"", ""thread_id"": ""11633""}, {""rank"": 2, ""similarity_score"": 0.6344, ""customer_text"": ""it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone"", ""brand_reply"": ""Thanks for clarifying. Let's meet in DM so we can do more in-depth on this."", ""thread_id"": ""1768""}, {""rank"": 3, ""similarity_score"": 0.6312, ""customer_text"": ""why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life"", ""brand_reply"": ""Let’s work together on this situation. To clarify, did this start after updating to iOS 11.1? Also, which device are you using?"", ""thread_id"": ""2616""}]",0.6413,We'd be glad to help with this. Are you on the latest iOS 11.1 version?,False,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.27) is below acceptable threshold (0.65).",,,,,,,,,,,,,
161,150048,@AppleSupport why is my clock or notifications not coming up on my lock screen?,why is my clock or notifications not coming up on my lock screen?,2,single_turn,likely_pushed_to_dm,True,"Hey there. We'll be happy to look into this with you. To start, send us a DM with the device you're experiencing this on and the iOS version it's running. We'll continue from there.",hardware_physical_damage,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,hardware_physical_damage,"For physical hardware diagnostics and screen repair pricing, visit https://getsupport.apple.com to find your nearest authorized service provider or schedule a Genius Bar appointment.",auto_handle,,account_access_security,0.2431,high,"[{""rank"": 1, ""similarity_score"": 0.6432, ""customer_text"": ""After update #ios1103 no spotify on my lock screen?"", ""brand_reply"": ""Thanks for reaching out to us. Are you experiencing the missing app after restating your device?"", ""thread_id"": ""765""}, {""rank"": 2, ""similarity_score"": 0.6092, ""customer_text"": ""The app is still there. But no longer able to control it from the lockscreen."", ""brand_reply"": ""Just to confirm, this is only happening with Spotify, correct?"", ""thread_id"": ""763""}, {""rank"": 3, ""similarity_score"": 0.6042, ""customer_text"": ""I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now?"", ""brand_reply"": ""We'd be happy to help. Check out this link to for more information:"", ""thread_id"": ""5819""}]",0.6432,We'd be glad to help with this. Thanks for reaching out to us. Are you experiencing the missing app after restating your device?,False,escalate,"Intent 'account_access_security' has risk tier 'high', requiring human agent review.; Classifier confidence (0.24) is below acceptable threshold (0.65).",,,,,,,,,,,,,
162,254106,"Made the mistake of updating to iOS 11.0.1 now my phone keeps dropping my wifi, or not registering networks at all. Thanks, @AppleSupport","Made the mistake of updating to iOS 11.0.1 now my phone keeps dropping my wifi, or not registering networks at all. Thanks,",2,single_turn,resolved_on_platform,False,We want your iPhone to be able to stay connected to Wi-Fi. Have you tried installing iOS 11.0.2 yet?,connectivity_network_bluetooth,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",auto_handle,,connectivity_network_bluetooth,0.3724,medium,"[{""rank"": 1, ""similarity_score"": 0.7658, ""customer_text"": ""I updated to iOS 11 and my iPhone 6 stopped connecting to wi-fi. Already restored the phone and the network connections"", ""brand_reply"": ""We are here to help. So we can best isolate the cause, could you verify your exact iOS version?"", ""thread_id"": ""5849""}, {""rank"": 2, ""similarity_score"": 0.7615, ""customer_text"": ""after updating to ios 11.1 I have no service, displays no service. reset networking settings does nothing"", ""brand_reply"": ""We'd like to see what we can do to assist. DM us and we'll continue from there."", ""thread_id"": ""13933""}, {""rank"": 3, ""similarity_score"": 0.7049, ""customer_text"": ""I've updated to iOS 11.1 just now. I shall check out these WiFi hotspots tomorrow and later in the week."", ""brand_reply"": ""Sounds good. Let us know the results in DM and we'll continue working with you there. Thanks again."", ""thread_id"": ""4905""}]",0.7658,"We'd be glad to help with this. We are here to help. So we can best isolate the cause, could you verify your exact iOS version?",False,escalate,Classifier confidence (0.37) is below acceptable threshold (0.65).,,,,,,,,,,,,,
163,31464,"Hi @AppleSupport my iPhone vibration not working after update iOS 11.0.3,mine is iPhone 6S","Hi my iPhone vibration not working after update iOS 11.0.3,mine is iPhone 6S",2,single_turn,resolved_on_platform,False,iOS 11.1 has just been released. Let's try updating to that and we'll see how things are. Here's how:,os_update_battery_drain,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,os_update_battery_drain,We're here to help. Check Settings > Battery > Battery Health to inspect your maximum capacity and see which apps consume the most energy. Let us know what you see.,auto_handle,,os_update_battery_drain,0.2699,medium,"[{""rank"": 1, ""similarity_score"": 0.6472, ""customer_text"": ""Yes it did, 11.0.3"", ""brand_reply"": ""We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how:"", ""thread_id"": ""754""}, {""rank"": 2, ""similarity_score"": 0.6329, ""customer_text"": ""The whole phone will just crash or freeze for over a minute. It be spazzing out too like it has a ghost in it or something."", ""brand_reply"": ""We'd like to suggest updating to iOS 11.1, which came out today, and see if the same issues continue:"", ""thread_id"": ""11110""}, {""rank"": 3, ""similarity_score"": 0.6324, ""customer_text"": ""Thank you I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤"", ""brand_reply"": ""We'd like to help, but we'll need more details. What's happening on your device and which model is it? Do you have iOS 11.1?"", ""thread_id"": ""736""}]",0.6472,"We'd be glad to help with this. We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how:",False,escalate,Classifier confidence (0.27) is below acceptable threshold (0.65).,,,,,,,,,,,,,
164,50826,@AppleSupport the new update makes my phone freeze so i have to reset my phone 3 times everyday and I can’t hear people during phone calls,the new update makes my phone freeze so i have to reset my phone 3 times everyday and I can’t hear people during phone calls,2,single_turn,resolved_on_platform,False,"You’ve come to the right place for help. To begin, tell us the version of iOS 11 your iPhone is on, and we’ll go from there.",account_access_security,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,account_access_security,We understand how important account security is. Please head over to https://iforgot.apple.com to safely reset your Apple ID password or follow verification steps.,escalate,Simple baseline: high-risk intent detected (account_access_security),os_update_battery_drain,0.2227,medium,"[{""rank"": 1, ""similarity_score"": 0.6998, ""customer_text"": ""Can I un-update my phone so it can stop freezing up and I can stop having to reset it 10 times a day? 🙃"", ""brand_reply"": ""Thank you for reaching out to us. Let's take a look at this in DM."", ""thread_id"": ""14311""}, {""rank"": 2, ""similarity_score"": 0.6992, ""customer_text"": ""The whole phone will just crash or freeze for over a minute. It be spazzing out too like it has a ghost in it or something."", ""brand_reply"": ""We'd like to suggest updating to iOS 11.1, which came out today, and see if the same issues continue:"", ""thread_id"": ""11110""}, {""rank"": 3, ""similarity_score"": 0.6943, ""customer_text"": ""the new update is making my phone so funky. Check out the emoji and the letter I️. Is there a fix?"", ""brand_reply"": ""We'd like to help. Send us a DM and we can start there."", ""thread_id"": ""9176""}]",0.6998,We'd be glad to help with this. Thank you for reaching out to us. Let's take a look at this in DM.,False,escalate,Classifier confidence (0.22) is below acceptable threshold (0.65).,,,,,,,,,,,,,
165,172980,"@AppleSupport Yea, my MacBook is plugged in and charging. My iPhone X is the only other thing plugged in. It seems to happen more when my iPhone is 10-20% charged - though it does seem to charge fine! https://t.co/sQsPOWQyzj","Yea, my MacBook is plugged in and charging. My iPhone X is the only other thing plugged in. It seems to happen more when my iPhone is 10-20% charged - though it does seem to charge fine!",6,multi_turn,resolved_on_platform,False,Got it! Have you tried rebooting your Mac to see if the issue persist?,billing_subscription_refund,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund),connectivity_network_bluetooth,0.2259,medium,"[{""rank"": 1, ""similarity_score"": 0.6592, ""customer_text"": ""after the new apple updates: the battery life is really go fast and the WiFi is always on! #newappleupdates"", ""brand_reply"": ""We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using."", ""thread_id"": ""6934""}, {""rank"": 2, ""similarity_score"": 0.6578, ""customer_text"": ""Yes, sorry i mean iOS 11, when I texting my keyboard it’s very slow and my battery it consumes very fast."", ""brand_reply"": ""Are you currently using Low Power Mode? If so, disable that from Settings &gt; Battery and restart. Let us know in DM if it helps."", ""thread_id"": ""6917""}, {""rank"": 3, ""similarity_score"": 0.6549, ""customer_text"": ""I bought 2 iPhones X on Friday, but I don’t see any charge on my credit card. Do I should worry or it’s normal?"", ""brand_reply"": ""Thanks for reaching out to us. Please send us a DM with your country, and we'll look into this."", ""thread_id"": ""8579""}]",0.6592,We'd be glad to help with this. We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using.,False,escalate,Classifier confidence (0.23) is below acceptable threshold (0.65).,,,,,,,,,,,,,
166,145186,can i refund an album i bought 3 years ago? @118721 @115858 @AppleSupport,can i refund an album i bought 3 years ago?,2,single_turn,resolved_on_platform,False,We'd want to get you in touch with our iTunes Store support here:,billing_subscription_refund,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund); Simple baseline: urgent keywords detected: refund,billing_subscription_refund,0.4641,high,"[{""rank"": 1, ""similarity_score"": 0.5291, ""customer_text"": ""I keep getting this error message saying “the item can’t be played” and idk how to fix it..."", ""brand_reply"": ""We'd like to look into this with you. Does the song appear to be greyed out?"", ""thread_id"": ""2666""}, {""rank"": 2, ""similarity_score"": 0.5099, ""customer_text"": ""But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone."", ""brand_reply"": ""We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there."", ""thread_id"": ""2619""}, {""rank"": 3, ""similarity_score"": 0.5078, ""customer_text"": ""no, my photos aren’t gone. why are there four (five actually, one isn’t pictured) albums in my photos all labeled twitter?"", ""brand_reply"": ""Got it. Please continue with us by reaching out to our Photos app experts:"", ""thread_id"": ""8544""}]",0.5291,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,True,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.46) is below acceptable threshold (0.65).; Retrieval top-1 similarity (0.53) is below grounding threshold (0.55).; Model flagged that historical precedents do not adequately cover this customer problem.; Urgent keywords detected in message: ['refund'].",,,,,,,,,,,,,
167,33383,@AppleSupport iphone 8 plus. the latest update. this has been happening on several other phones i️ use. i️ believe this is a software issue,iphone 8 plus. the latest update. this has been happening on several other phones i️ use. i️ believe this is a software issue,4,multi_turn,likely_pushed_to_dm,True,We'd like to look into this with you. DM us and we'll go from there.,os_update_battery_drain,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,os_update_battery_drain,We're here to help. Check Settings > Battery > Battery Health to inspect your maximum capacity and see which apps consume the most energy. Let us know what you see.,escalate,Simple baseline: urgent keywords detected: sue,os_update_battery_drain,0.2318,medium,"[{""rank"": 1, ""similarity_score"": 0.7365, ""customer_text"": ""not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus"", ""brand_reply"": ""Let's look at this together. Are you updated to iOS 11.1?"", ""thread_id"": ""3764""}, {""rank"": 2, ""similarity_score"": 0.7043, ""customer_text"": ""why does this keep happening? Started prior to iOS 11.1 update. Still happens post update."", ""brand_reply"": ""Let's look at this closer. Please DM us."", ""thread_id"": ""14328""}, {""rank"": 3, ""similarity_score"": 0.6961, ""customer_text"": ""I app. the reply. Iphone 7+. Not finishing for an 8 or an X just fix the SW. I can’t go another week with the 7+"", ""brand_reply"": ""We're asking which version you're running as we released iOS 11.1 today. It may help address the issues you've been experiencing."", ""thread_id"": ""12006""}]",0.7365,We'd be glad to help with this. Let's look at this together. Are you updated to iOS 11.1?,False,escalate,Classifier confidence (0.23) is below acceptable threshold (0.65).,,,,,,,,,,,,,
168,237027,@AppleSupport I have been locked out of my account for 5 days and now it says 23 days. I want this canceled,I have been locked out of my account for 5 days and now it says 23 days. I want this canceled,2,single_turn,resolved_on_platform,False,The security of your account is important to us. Contact our Account Security team via:,account_access_security,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,account_access_security,We understand how important account security is. Please head over to https://iforgot.apple.com to safely reset your Apple ID password or follow verification steps.,escalate,Simple baseline: high-risk intent detected (account_access_security); Simple baseline: urgent keywords detected: cancel,cancellation_churn_complaint,0.276,high,"[{""rank"": 1, ""similarity_score"": 0.5789, ""customer_text"": ""Well it is now 11 days after and still no sign of it"", ""brand_reply"": ""Thanks for letting us know. Please send us a DM with the current country you're in."", ""thread_id"": ""10693""}, {""rank"": 2, ""similarity_score"": 0.5576, ""customer_text"": ""how long does it take usually for account recovery to get back to you? It’s been about a week now."", ""brand_reply"": ""Having access to your Apple ID is important. Did you receive an email with a confirmation of your request? DM us here:"", ""thread_id"": ""6554""}, {""rank"": 3, ""similarity_score"": 0.5421, ""customer_text"": ""My wife made the mistake of updating to 11. How can we revert back? Her password keeper app is now dead. She can't access her passwords."", ""brand_reply"": ""You won't be able to revert the system to pre-iOS 11 but we can look into the issues. DM us and we'll get started."", ""thread_id"": ""6657""}]",0.5789,We'd be glad to help with this. Thanks for letting us know. Please send us a DM with the current country you're in.,False,escalate,"Intent 'cancellation_churn_complaint' has risk tier 'high', requiring human agent review.; Classifier confidence (0.28) is below acceptable threshold (0.65).",,,,,,,,,,,,,
169,92699,"@AppleSupport : when a purchase to gift at a later day is made , will the charges take place at the moment of the purchase or on the delivery date ?",": when a purchase to gift at a later day is made , will the charges take place at the moment of the purchase or on the delivery date ?",2,single_turn,resolved_on_platform,False,"Great question. On any purchase, you are charged at the time of the transaction. Get in touch with our Sales team if you have any further questions:",billing_subscription_refund,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund),billing_subscription_refund,0.4154,high,"[{""rank"": 1, ""similarity_score"": 0.6182, ""customer_text"": ""why do I not have my October challenge ring after competition? 😡😡"", ""brand_reply"": ""If you complete an achievement, but don't earn the award, you will earn the award within 9 days of completing the challenge."", ""thread_id"": ""10694""}, {""rank"": 2, ""similarity_score"": 0.6062, ""customer_text"": ""Does the person you send it too also have to have a iPhone to see this?I see it on my phone."", ""brand_reply"": ""Great question. They must have a device with iOS 10 or later. Here's some more information:"", ""thread_id"": ""9198""}, {""rank"": 3, ""similarity_score"": 0.5991, ""customer_text"": ""a couple of days ago. it’s been happening on a few of my friends’ phones as well."", ""brand_reply"": ""Thank you for confirming that. Let's discuss this further in DM."", ""thread_id"": ""11998""}]",0.6182,"We'd be glad to help with this. If you complete an achievement, but don't earn the award, you will earn the award within 9 days of completing the challenge.",False,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.42) is below acceptable threshold (0.65).",,,,,,,,,,,,,
170,103941,@AppleSupport Is there a way to save the photos you have on a external hard drive to iCloud?,Is there a way to save the photos you have on a external hard drive to iCloud?,2,single_turn,likely_pushed_to_dm,True,"Thanks for contacting us with this great question about importing photos to iCloud! There are a couple of different ways, so we want to know a bit more, so we'd love to help! DM us which kind of computer you're using and we'll get started.",other_general_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,other_general_inquiry,Thanks for contacting @AppleSupport! How can we help you today? Please let us know your device model and iOS version.,escalate,"Simple baseline: keyword absence (unrecognized intent, confidence < 0.65)",hardware_physical_damage,0.1822,medium,"[{""rank"": 1, ""similarity_score"": 0.6417, ""customer_text"": ""Can’t share any photos from iCloud with iOS 11.1"", ""brand_reply"": ""We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance."", ""thread_id"": ""14313""}, {""rank"": 2, ""similarity_score"": 0.5556, ""customer_text"": ""whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help?"", ""brand_reply"": ""We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?"", ""thread_id"": ""4890""}, {""rank"": 3, ""similarity_score"": 0.5465, ""customer_text"": ""My screen is broken and I’d like to connect in iTunes in order to save my data. How can I do ? iTunes request to unlock my device ..."", ""brand_reply"": ""Excellent! Please look for our response to your DM shortly."", ""thread_id"": ""13196""}]",0.6417,We'd be glad to help with this. We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,False,escalate,Classifier confidence (0.18) is below acceptable threshold (0.65).,,,,,,,,,,,,,
171,23100,"@AppleSupport, why do I keep getting charged over £20 for anything I buy from iTunes? Bought an album for £4.99 and got charged £20.67. Same thing happened a couple of weeks ago to. Why?! https://t.co/0fIDOKovNP",", why do I keep getting charged over £20 for anything I buy from iTunes? Bought an album for £4.99 and got charged £20.67. Same thing happened a couple of weeks ago to. Why?!",2,single_turn,resolved_on_platform,False,Our iTunes Store team would be happy to look into this with you. Reach out to them here:,billing_subscription_refund,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,billing_subscription_refund,You can review your complete App Store purchase history and request a refund directly at https://reportaproblem.apple.com. Let us know if you need any further guidance.,escalate,Simple baseline: high-risk intent detected (billing_subscription_refund),billing_subscription_refund,0.5031,high,"[{""rank"": 1, ""similarity_score"": 0.6936, ""customer_text"": ""I bought an iTunes gift card worth £15 a week ago, and the email still hasn’t come into my inbox to tell me the code. Helpppp"", ""brand_reply"": ""We're here for you. You'll need to contact our iTunes Store group for help with iTunes codes:"", ""thread_id"": ""9180""}, {""rank"": 2, ""similarity_score"": 0.6791, ""customer_text"": ""Why do you keep charging my card for FREE apps? Im not happy at all."", ""brand_reply"": ""We're here for you. For unrecognized charges, use: For more help, contact us:"", ""thread_id"": ""12602""}, {""rank"": 3, ""similarity_score"": 0.6417, ""customer_text"": ""It’s only done it with Apple Music and Apple Podcast, regardless if saved to phone or streaming"", ""brand_reply"": ""We'd like to investigate with you. Send us a DM and we can troubleshoot more from there."", ""thread_id"": ""11100""}]",0.6936,We'd be glad to help with this. We're here for you. You'll need to contact our iTunes Store group for help with iTunes codes:,False,escalate,"Intent 'billing_subscription_refund' has risk tier 'high', requiring human agent review.; Classifier confidence (0.50) is below acceptable threshold (0.65).",,,,,,,,,,,,,
172,250729,@AppleSupport #iOS11 is it just me or anyone else facing the issue where the Bluetooth turns on automatically? #appleios11,#iOS11 is it just me or anyone else facing the issue where the Bluetooth turns on automatically? #appleios11,2,single_turn,resolved_on_platform,False,We're here to help. Would you please tell us which iOS device are you using?,connectivity_network_bluetooth,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",escalate,Simple baseline: urgent keywords detected: sue,connectivity_network_bluetooth,0.2827,medium,"[{""rank"": 1, ""similarity_score"": 0.6712, ""customer_text"": ""Please fix the battery issues in Ios 11!"", ""brand_reply"": ""We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?"", ""thread_id"": ""4901""}, {""rank"": 2, ""similarity_score"": 0.6695, ""customer_text"": ""MY HOME BUTTON DOESN’T WORK #IOS11"", ""brand_reply"": ""Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?"", ""thread_id"": ""756""}, {""rank"": 3, ""similarity_score"": 0.6654, ""customer_text"": ""still no reliable Bluetooth on my iPhone 8+."", ""brand_reply"": ""Thanks for reaching out. DM which Bluetooth device you are trying to connect to so we can help."", ""thread_id"": ""2642""}]",0.6712,We'd be glad to help with this. We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,False,escalate,Classifier confidence (0.28) is below acceptable threshold (0.65).,,,,,,,,,,,,,
173,215824,"@AppleSupport I know how to do that, it disconnects itself all the time. It’s pot luck whether I get WiFi on it in my own house. I thought it was my ISP.","I know how to do that, it disconnects itself all the time. It’s pot luck whether I get WiFi on it in my own house. I thought it was my ISP.",7,multi_turn,likely_pushed_to_dm,True,We do want to get to the bottom of the issues you're seeing. Could you join us in DM and we'll get started?,connectivity_network_bluetooth,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,connectivity_network_bluetooth,"Let's get you connected. Try going to Settings > General > Reset > Reset Network Settings, or toggle Bluetooth/Airplane Mode off and back on.",auto_handle,,connectivity_network_bluetooth,0.4779,medium,"[{""rank"": 1, ""similarity_score"": 0.6154, ""customer_text"": ""Why do I need a sim card when I’m joined to the WiFi? I’m only using this phone to test websites."", ""brand_reply"": ""You'll need to insert a SIM and activate the iPhone, once that's done you can remove the SIM and use the iPhone on Wi-Fi."", ""thread_id"": ""13588""}, {""rank"": 2, ""similarity_score"": 0.6068, ""customer_text"": ""lucky I was home and next to this when it randomly started to smoke. Unplugged before disaster!! What the hell?"", ""brand_reply"": ""We want to look into this with you. DM us and let us know what model of computer you use this cord with."", ""thread_id"": ""11129""}, {""rank"": 3, ""similarity_score"": 0.6047, ""customer_text"": ""The ‘Overlapping url over TIME on Free WiFi hotspots’ remains. v11.0.3. Not a WiFi problem; two different hotspots shown."", ""brand_reply"": ""We'd like to have you backup and update your iPhone to iOS 11.1 and let us know if that helps:"", ""thread_id"": ""4906""}]",0.6154,"We'd be glad to help with this. You'll need to insert a SIM and activate the iPhone, once that's done you can remove the SIM and use the iPhone on Wi-Fi.",False,escalate,Classifier confidence (0.48) is below acceptable threshold (0.65).,,,,,,,,,,,,,
174,702,@AppleSupport Tried resetting my settings .. restarting my phone .. all that,Tried resetting my settings .. restarting my phone .. all that,2,single_turn,likely_pushed_to_dm,True,Let's go to DM for the next steps. DM us here:,how_to_feature_inquiry,False,os_update_battery_drain,Thanks for reaching out to @AppleSupport. Please restart your device and ensure you have the latest software update installed. You can also visit https://support.apple.com for troubleshooting.,escalate,how_to_feature_inquiry,You can discover step-by-step guides and settings tips for iOS features directly in the Apple Support app or at https://support.apple.com.,auto_handle,,account_access_security,0.2261,high,"[{""rank"": 1, ""similarity_score"": 0.7425, ""customer_text"": ""Tried resetting my settings .. restarting my phone .. all that"", ""brand_reply"": ""Let's go to DM for the next steps. DM us here:"", ""thread_id"": ""702""}, {""rank"": 2, ""similarity_score"": 0.6569, ""customer_text"": ""My Touch ID failed when I restarted my phone. Now it’s not working at all"", ""brand_reply"": ""Did you receive an error message, or were you just prompted to enter in the passcode for your iOS device after the restart?"", ""thread_id"": ""11134""}, {""rank"": 3, ""similarity_score"": 0.6371, ""customer_text"": ""Restarting does resolve the issue. Thanks."", ""brand_reply"": ""We're glad to hear that resolved the issue. Don't hesitate to reach out to us if you have any questions. Take care."", ""thread_id"": ""4877""}]",0.7425,We'd be glad to help with this. Let's go to DM for the next steps. DM us here:,False,escalate,"Intent 'account_access_security' has risk tier 'high', requiring human agent review.; Classifier confidence (0.23) is below acceptable threshold (0.65).",,,,,,,,,,,,,
